Sheet,Action,Details
employees,Manual review required,"employee_id=485 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=488 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=491 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=494 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=497 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=500 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=503 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=506 name='Jitendra Ranawat' designation='Head of the Station' current_suborg_id=None -- Word lists this exact name+designation at 22 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=589 name='Johnson Chandrakant' designation='DGM, Elec Maintenance' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=596 name='Johnson Chandrakant' designation='DGM, Elec Maintenance' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=97 name='K. M. Chhaiya' designation='SE (COMM)' current_suborg_id=None -- Word shows this role at station 'Gujarat State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=94 name='K. P. Jangid' designation='Director (Finance)' current_suborg_id=None -- Word shows this role at station 'Gujarat State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=104 name='K.V.Karavadra' designation='EE Sub-LDC, Jetpur' current_suborg_id=None -- Word shows this role at station 'Gujarat State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=169 name='Kasim Mujawar' designation='EE, Verna' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=319 name='Kishan Venkat' designation='Assistant Manager' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Alfanar Energy Private Limited, Alfanar Netra Wind Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=405 name='Kishan Venkat' designation='Assistant Manager' current_suborg_id=95 -- Word lists this exact name+designation at 2 different stations (Alfanar Energy Private Limited, Alfanar Netra Wind Private Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=167 name='Lucas Joao' designation='AE, Cuncolim S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=165 name='Lucas Joao' designation='AE, Xeldem S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=77 name='M.B.Pande' designation='EE(OP)- 1' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=103 name='M.V.Patel' designation='EE Sub-LDC, Gandhinagar' current_suborg_id=None -- Word shows this role at station 'Gujarat State Load Despatch Centre', which has no exact match in sub_organizations"
